nor,～もまた～ない," “I don't like her.” “<font color=""#FFC000"">Nor</font> do I.”<br><br><div style=""height: 140px; overflow: auto;"">前に否定の内容がきているとき、その後もまた否定の内容であるようなときに使われる。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
cross,横切る,"<font color=""#FFC000"">cross</font> the road<br><br><div style=""height: 140px; overflow: auto;"">「十字架」が原義。他の意味として名詞として「交差」「十字架」、動詞として「交差する」、形容詞として「交差する」「不機嫌で」。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
wood,材木,"Their dishes were made of <font color=""#FFC000"">wood</font>.<br><br><div style=""height: 140px; overflow: auto;"">「１本の立木」が原義であり「木材」という意味も持つ。また形容詞的に「木の」と使われることも多い。<br>森を表す場合はしばしば複数形。類義語forestはwood(s)よりも大きな大森林を指すことが多い。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【形】wooden（木製の）"
count,（数を）数える,"<font color=""#FFC000"">count</font> the change<br><br><div style=""height: 140px; overflow: auto;"">count A as Bで「AをBと考える」という意味。be counting on[upon] ～で「～を頼りに〔期待〕する」。</div><br><br>類義語 : calculate(算出する)<br>反意語 : <br>参考 : 【名】【形】counter(計算機、カウンター/逆の)"
gas,ガス,"poisonous <font color=""#FFC000"">gas</font><br><br><div style=""height: 140px; overflow: auto;"">「気体」の意味でも使われる。因みに、「固体」はsolid、「液体」はliquidである。gasolineの短縮形としても使われるが、米英語である。イギリスではガソリンをpetrolという。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
destroy,破壊する,"The fire <font color=""#FFC000"">destroyed</font> the forest.<font color=""#FFC000""> </font><br><br><div style=""height: 140px; overflow: auto;"">structureから連想されるように、stroyは「建てる」の意で、deは「下へ」を表す。あわせてdestroyは「破壊する」。逆にconstructは「一緒に（con）積み上げる（struct）」で、「組み立てる」の意味。</div><br><br>類義語 : demolish（取り壊す）<br>反意語 : <br>参考 : 【名】destruction（破壊）"
gather,集める,"spend months <font color=""#FFC000"">gathering</font> evidence<br><br><div style=""height: 140px; overflow: auto;"">collectよりも広い範囲のものを集める場合に用いる。自動詞他動詞両方の意味がある。</div><br><br>類義語 : collect(集める)<br>反意語 : <br>参考 : 【名】gathering(集まり)"
bottom,底,"at the top and at the <font color=""#FFC000"">bottom</font><br><br><div style=""height: 140px; overflow: auto;"">「底」が本来の意味。「最下部」「底面」「（容器などの）底」「最下位」といった意味を表す。</div><br><br>類義語 : <br>反意語 : top  頂上<br>参考 : "
beach,浜辺,"on the <font color=""#FFC000"">beach</font><br><br><div style=""height: 140px; overflow: auto;"">beachはshoreの一部。Coastは地理的な表現。</div><br><br>類義語 : coast(海岸)<br>反意語 : <br>参考 : "
feed,餌を与える,"Do Not <font color=""#FFC000"">Feed</font> the Animals.<br><br><div style=""height: 140px; overflow: auto;"">feed A with B「AにBを与える」という用い方をする。</div><br><br>類義語 : 【名】food（食物）<br>反意語 : <br>参考 : "
birth,誕生,"<font color=""#FFC000"">birth </font>rate <br><br><div style=""height: 140px; overflow: auto;"">名詞として「誕生」「家柄」「起源（＝origin/beginning）」など。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】birthday（誕生日）"
industry,産業,"the food <font color=""#FFC000"">industry</font><br><br><div style=""height: 140px; overflow: auto;"">「勤勉」の意から「勤勉さによって生まれるもの→産業」の意味が生まれた。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【形】industrial(産業の)"
surely,きっと,"<font color=""#FFC000"">Surely</font>, he will come soon.<br><br><div style=""height: 140px; overflow: auto;"">確信とともに驚きや不信を表す。相手の言葉に同意する時や事実の確認をする時はcertainly,単なる確信はdefinitelyを使う。</div><br><br>類義語 : certainly(確かに)<br>反意語 : <br>参考 : 【形】sure(確かな)"
lay,横たえる,"<font color=""#FFC000"">lay</font> a baby on a bed<br><br><div style=""height: 140px; overflow: auto;"">自動詞のlieの過去形と同じスペルであり、似たような意味なので注意する。[lie-lay-lain]</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】layer（層，置く人）"
private,私的な,"a <font color=""#FFC000"">private</font> room<br><br><div style=""height: 140px; overflow: auto;"">「ひとりぼっちの」が原義。限定用法で使うことが多いので、名詞の前にくるのが普通。</div><br><br>類義語 : personal（個人的な）<br>反意語 : public（公的な）<br>参考 : 【名】privacy（私生活）"
publish,出版する,"The company <font color=""#FFC000"">publishe</font><font color=""#FFC000"">s</font> many magazines.<br><br><div style=""height: 140px; overflow: auto;"">public(公に)ish（する）が語源。公表する、出版する、など広く公に知らせることを意味する。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】publication(発行、出版物)"
political,政治的な,"a<font color=""#FF6600""> </font><font color=""#FFC000"">political</font> party<br><br><div style=""height: 140px; overflow: auto;"">名詞politicsより派生。通例は限定用法で用いるので、名詞の前に来ることが普通。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】politics（政治）"
link,つなぐ,"They are <font color=""#FFC000"">linked</font> together by money interests.<br><br><div style=""height: 140px; overflow: auto;""></div><br><br>類義語 : <br>反意語 : <br>参考 : "
luck,運,"I wish you good <font color=""#FFC000"">luck</font>.<br><br><div style=""height: 140px; overflow: auto;"">「運」という意味の名詞だが、「運が向く」いう動詞でも用いられることもある。</div><br><br>類義語 : chance（運）<br>反意語 : <br>参考 : 【形】lucky（幸運な）"
empty,空の,"an <font color=""#FFC000"">empty</font> box<br><br><div style=""height: 140px; overflow: auto;"">容器、乗り物だけでなく家や道に対しても使う。</div><br><br>類義語 : vacant（空の）<br>反意語 : full(いっぱいの)<br>参考 : "
leaf,葉,"The maple <font color=""#FFC000"">leaf</font> is one of the national symbols of Canada.<br><br><div style=""height: 140px; overflow: auto;""></div><br><br>類義語 : <br>反意語 : <br>参考 : "
sweet,甘い,"This rose smells <font color=""#FFC000"">sweet</font>.<br><br><div style=""height: 140px; overflow: auto;"">味だけでなく香りの表現や「優しい」といった人の性格の表現にも用いられる。</div><br><br>類義語 : <br>反意語 : bitter（苦い）<br>参考 : 【副】sweetly（甘く，愛想よく）"
title,表題,"Give a <font color=""#FFC000"">title</font> to the following passage<br><br><div style=""height: 140px; overflow: auto;"">「表題」「（競技の）タイトル」「権利」などの意味。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
nearby,近くの,"They sent their children to <font color=""#FFC000"">nearby</font> schools.<br><br><div style=""height: 140px; overflow: auto;"">基本的には名詞を修飾する限定用法で用いられる。<br>「a nearby town」は「a town nearby」という語順もとる。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
dish,（皿に盛った）料理,"the main <font color=""#FFC000"">dish</font><br><br><div style=""height: 140px; overflow: auto;"">皿に盛った料理の意もある。</div><br><br>類義語 : plate  取り分け皿<br>反意語 : <br>参考 : "
trust,信頼,"She will not betray your <font color=""#FFC000"">trust</font><font color=""#FFC000"">.</font><br><br><div style=""height: 140px; overflow: auto;"">「信頼」のほか、「委託」「責任」「信用貸し」等の意味をもつ多義語。<br>「～への信頼」のとき、前置詞はinを使う。</div><br><br>類義語 : <br>反意語 : distrust<br>参考 : "
settle,解決する,"That <font color=""#FFC000"">settle</font><font color=""#FFC000"">s</font> the matter.<br><br><div style=""height: 140px; overflow: auto;"">set（安定して座らせる）から生まれた単語。 自動詞として「落ち着く」「静まる」「定住する」。<br>他動詞として「落ち着かせる」「静める」「決定する」「（問題などを）解決する」。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】 settlement  解決； 定住(地)"
dollar,ドル,"The book costs one and a half <font color=""#FFC000"">dollar</font><font color=""#FFC000"">s</font>.<br><br><div style=""height: 140px; overflow: auto;"">米国・カナダ・オーストラリア・ニュージーランド等の貨幣である「ドル」。Two hundred dollars is a good large sum of money.「２００ドルはかなりの額である。」というとき、主語は（形は複数形であっても）一単位とみなし、動詞はareとはならない。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
path,通路,"Where does this <font color=""#FFC000"">path</font> lead?<br><br><div style=""height: 140px; overflow: auto;"">「小道」や「細道」を表す。また、「（人の）通り道」や「行く手」も表すことがある。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【動】pass（通る，入場許可証，峠）"
rush,突進する,"<font color=""#FFC000"">rush</font> off to the doctor<br><br><div style=""height: 140px; overflow: auto;"">動詞では「急ぐ」等の意味、名詞では通勤ラッシュといわれるように「あわただしさ」という意味も持つ。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
broad,(幅)広い,"At its <font color=""#FFC000"">broadest</font> point, the river was 1km wide.<br><br><div style=""height: 140px; overflow: auto;"">wideにくらべ幅よりも広がりに重点を置く語。<br>例：a broad road(広々とした道路)；a wide road(幅の広い道路)</div><br><br>類義語 : wide<br>反意語 : narrow  狭い<br>参考 : 【名】 breadth  幅"
thick,濃い,"a<font color=""#FFC000""> </font><font color=""#FFC000"">thick</font> fog<br><br><div style=""height: 140px; overflow: auto;"">「（幅が）太い」「厚い」という意味の形容詞。そこから「濃い」という意味でも使われるようになった。反意語のthin「薄い」も重要。</div><br><br>類義語 : <br>反意語 : thin（薄い）<br>参考 : 【副】thickly（厚く，濃く，びっしりと）"
bite,噛む,"The dog <font color=""#FFC000"">bit</font> him in the leg.<br><br><div style=""height: 140px; overflow: auto;"">「（歯で）切る、かむ、突き刺す、はさむ」が本義。動詞「噛む」「はさむ」のほかに、名詞「ひとかじり」という意味もある。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
arrange,整える,"<font color=""#FFC000"">arrange</font> a meeting<br><br><div style=""height: 140px; overflow: auto;"">「ものを別に並べる」というのが原義。また、そこから発展して「打ち合わせる」「調停する」といった訳もある。</div><br><br>類義語 : plan<br>反意語 : <br>参考 : 【名】arrangement（整頓，準備）"
edge,縁,"an animal on the <font color=""#FFC000"">edge</font> of extinction<br><br><div style=""height: 140px; overflow: auto;"">「鋭く尖ったもの」がもともとの意味。そこから「縁」「端」「崖っぷち」「刃」といった意味を持つようになった。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
extra,余分な,"There is an <font color=""#FFC000"">extra</font> charge for mailing packages by express.<br><br><div style=""height: 140px; overflow: auto;"">形容詞として「余分な」「特上の」、副詞として「普通以上に」の意味。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
screen,画面,"a computer <font color=""#FFC000"">screen</font><br><br><div style=""height: 140px; overflow: auto;"">「仕切り」が原義。「画面」という意味から、比喩的に「映画、映画界」という意味が、また「ついたて」という意味をさすことも多い。</div><br><br>類義語 : curtain(幕)<br>反意語 : <br>参考 : "
honest,正直な,"a hard-working, <font color=""#FFC000"">honest</font> man<br><br><div style=""height: 140px; overflow: auto;"">「名誉な」が原義。そこから「立派な」、「（人や行為が）正直な、誠実な」という意味を表す。嘘や偽りがないことに重点が置かれている。</div><br><br>類義語 : sincere<br>反意語 : dishonest（不正直な）<br>参考 : a hard-working, honest man　よく働く正直者"
operate,操作する,"a manual for <font color=""#FFC000"">operating</font> a mobile phone<br><br><div style=""height: 140px; overflow: auto;"">「操作する、経営する」の意ではどちらも正式な表現。「手術する」 の意味もあり、operate on 人 for 病気名 の形で用いる。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】operation(運転，操作)"
route,道(筋),"a <font color=""#FFC000"">route</font> map<br><br><div style=""height: 140px; overflow: auto;"">「切り開かれた道」が原義。rootと同音。US Route 66は「（アメリカの）国道66号」のこと。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
helpful,役に立つ,"Your advice was very <font color=""#FFC000"">helpful</font>.<br><br><div style=""height: 140px; overflow: auto;"">toが後に続くことが多いが「有益な」という意味で用いた場合にinを使うことがある。</div><br><br>類義語 : useful(役に立つ)<br>反意語 : helpless(どうすることもできない)<br>参考 : 【動】help(助ける)"
asleep,眠って,"The little boy fell fast <font color=""#FFC000"">asleep</font>.<font color=""#FFC000""> </font><br><br><div style=""height: 140px; overflow: auto;"">a（=on[～の状態で]）+sleepで「眠っている状態で」から。 補語として使われる叙述用法のみで、名詞の前に付く限定用法はないので注意が必要。</div><br><br>類義語 : <br>反意語 : awake（めざめて）<br>参考 : "
volume,(容)量,"cope with the increased <font color=""#FFC000"">volume</font> of traffic<br><br><div style=""height: 140px; overflow: auto;"">「(文字を書いた)巻き(volve)もの(me)」から生まれた語。「本の大きさ」から比喩的に「容積」「量」「音量」の意味が生まれた。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
except,～を除いて,"I like everyone <font color=""#FFC000"">except</font> Tom.<br><br><div style=""height: 140px; overflow: auto;"">前置詞、接続詞として「～を除いて」「～以外は」、動詞として「除く」の意味がある。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】 exception（例外）"
throw,投げる,"Don't <font color=""#FFC000"">throw</font> garbage on the ground.<font color=""#FFC000""> </font><br><br><div style=""height: 140px; overflow: auto;"">物理的に投げる意味以外に、パーティーなどを開くという意味もある。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
equal,平等な,"Two plus three <font color=""#FFC000"">equals </font>five. <br><br><div style=""height: 140px; overflow: auto;"">動詞としても用いられる。<br>数学で言うイコールと同じだが、アクセントが先頭にあることに注意。<br>原義は「平ら」なので、同じ程度を表す「～匹敵する」などの意味も持つ。</div><br><br>類義語 : 【類】 equator  赤道<br>反意語 : <br>参考 : 【名】equality（平等）"
rare,稀な,"a <font color=""#FFC000"">rare</font> case<br><br><div style=""height: 140px; overflow: auto;"">「薄い、まばらな」が語源。<br>「珍しい」以外に「優れた」「薄い」の意味を持つこともある。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【副】rarely（稀に，めったに～しない）"
scale,規模,"on a large [small] <font color=""#FFC000"">scale</font><br><br><div style=""height: 140px; overflow: auto;"">「はしご」が原義。「規模」のほかに「目盛」「体重計」という意味もある。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
double,2倍の,"a <font color=""#FFC000"">double</font> bed<br><br><div style=""height: 140px; overflow: auto;"">原義は「二重に重ねる」。日本語の「ダブル」と同じ意味も持つが、「裏表のある」などの派生した意味も含むことに注意。なお名詞、動詞、副詞でも用いることがある。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
length,長さ,"measure the <font color=""#FFC000"">length</font> of the room<br><br><div style=""height: 140px; overflow: auto;"">物の長さ全般と時間の長さもさす。幅はbreadth.</div><br><br>類義語 : <br>反意語 : <br>参考 : 【動】 lengthen  長くする"
hungry,飢えた,"<font color=""#FFC000"">hungry</font> for love<br><br><div style=""height: 140px; overflow: auto;"">「飢えた」だけでなく単純に「腹の減った」ことも意味する。口語では「野心的な」の意味もある。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】 hunger  飢え；熱望"
locate,位置する,"Where is the nuclear power plant <font color=""#FFC000"">located</font>?<br><br><div style=""height: 140px; overflow: auto;"">loc「場所」＋ate「～にする」というところから、「配置する、置く」といった意味を持つ。他にも「探し出す」といった訳もある。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】 location　位置"
smart,利口な,"a <font color=""#FFC000"">smart</font> reply<br><br><div style=""height: 140px; overflow: auto;"">「利口な」のほかに「しゃれた」という意味もある。日本語の「スマートな，細身の」は slender, slim などで表現する。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
section,部分,"Our teacher divided the class into five <font color=""#FFC000"">sections</font>.<br><br><div style=""height: 140px; overflow: auto;"">原義は「切られること」。物の「部分」だけでなく、会社の部門や党派などにも用いることができる。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
appeal,　訴える,"He knows how to <font color=""#FFC000"">appeal</font> to young audiences. <br><br><div style=""height: 140px; overflow: auto;"">appeal to 人 for 内容で「人に助けを求める」の意味。基本的に自動詞で、前置詞が必要なことに注意する。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
earn,稼ぐ,"He <font color=""#FFC000"">earns</font> very little.<br><br><div style=""height: 140px; overflow: auto;"">金以外にも信用や地位を得る場合にも用いる。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
decrease,減少,"a <font color=""#FFC000"">decrease</font> in smokers [births]<br><br><div style=""height: 140px; overflow: auto;"">de「下へ」＋crease「成長する」といった構造を持つ。また、名詞以外でも「～を減らす」「減少する」といった訳もある。<br>名詞と動詞ではアクセントの位置が異なることに注意。</div><br><br>類義語 : <br>反意語 : increase（増加）<br>参考 : "
quantity,量,"a large <font color=""#FFC000"">quantity</font> of snow<br><br><div style=""height: 140px; overflow: auto;"">a large quantity of ～という表現があるが、後に名詞の複数形が続く場合はa large number of が通例</div><br><br>類義語 : <br>反意語 : quality(質)<br>参考 : "
appointment,約束,"I had an <font color=""#FFC000"">appointment</font> with your boss this morning.<br><br><div style=""height: 140px; overflow: auto;"">appointmentは「面会の約束」ということなので、医者・美容院などの予約も意味する。</div><br><br>類義語 : date, engagement<br>反意語 : <br>参考 : 【動】 appoint  指名する，指定する"
independent,独立している,"She is <font color=""#FFC000"">independent</font> of her parents.<br><br><div style=""height: 140px; overflow: auto;"">「独立している」のほかに「関係ない」という意味もある。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】 independence　独立，自立"
equipment,設備,"high－tech<font color=""#FFC000""> equipment</font><br><br><div style=""height: 140px; overflow: auto;"">「車両」という意味以外は不可算名詞。数え方はa piece ofもしくは定冠詞をつけて集合的に数える。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【動】 equip  備える"
comment,論評する,"I can't <font color=""#FFC000"">comment</font> on that matter.<font color=""#FFC000""> </font><br><br><div style=""height: 140px; overflow: auto;"">「意見を述べる」が原義。動詞として、「批評する」の意味も持つ。また可算名詞として複数形で用いることも多いことに注意が必要。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】commentator（注釈者，解説者）"
relax,くつろぐ,"I was <font color=""#FFC000"">relaxed</font>, but he was nervous.<br><br><div style=""height: 140px; overflow: auto;"">feel relaxedの形で用いられる。同じ意味のrelax oneselfは表現として用いられることはまれ。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
excellent,優秀な,"Her results are<font color=""#FFC000""> excellent</font>.<br><br><div style=""height: 140px; overflow: auto;"">動詞のexcelから派生。優れている分野を示す時はinやatを用いる。なお比較級、最上級の形にはしないことに注意。</div><br><br>類義語 : superb（すばらしい）<br>反意語 : <br>参考 : 【名】excellence（卓越）"
enable,可能にする,"chance to <font color=""#FFC000"">enable</font> you to realize your dreams<br><br><div style=""height: 140px; overflow: auto;"">主語に物を、目的語に人を取る場合が多く、「（物）を使えば（人は）…できる」という意味になる。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【形】able(～できる)"
afford,～する余裕がある,"We cannot <font color=""#FFC000"">afford</font> (to buy) a car.<br><br><div style=""height: 140px; overflow: auto;"">主に時間や、金銭、心理などについて言う。can/cannotをともなって用いることが殆ど。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【形】affordable（入手可能な）"
smooth,滑らかな,"<font color=""#FFC000"">smooth</font> skin<br><br><div style=""height: 140px; overflow: auto;"">「滑らかな」「静かな」「円滑な」などの意味。物質だけでなく物事に対しても使う。副詞形smoothlyとともに発音注意。</div><br><br>類義語 : <br>反意語 : rough（粗い）<br>参考 : 【副】smoothly（滑らかに）"
threat,脅迫,"the <font color=""#FFC000"">threat</font> of military invasion<br><br><div style=""height: 140px; overflow: auto;"">「突き[押し]出すこと」が原義。「脅迫」のほかに「おそれ」という意味もある。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【動】 threaten（おどす，脅迫する）"
mostly,大部分,"I am <font color=""#FFC000"">mostly</font> at home on weekends.<br><br><div style=""height: 140px; overflow: auto;"">形容詞mostより派生。機会の多さや割合の大きさについて用いる。</div><br><br>類義語 : chiefly<br>反意語 : <br>参考 : "
invent,発明する,"The television was <font color=""#FFC000"">invented</font> in the 1940's.<br><br><div style=""height: 140px; overflow: auto;"">工夫や創造力を使った発明に使う。アクセント注意。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】 invention  発明  inventor  発明者"
consumer,消費者,"<font color=""#FFC000"">Consumer</font> spending rose 0.7 percent in November.<br><br><div style=""height: 140px; overflow: auto;"">「完全に(con)取る(sume)」から生まれた語consumeの派生語。反意語はproducer</div><br><br>類義語 : <br>反意語 : producer<br>参考 : 【動】 consume  消費する  【名】 consumption　消費，飲食"
emerge,出てくる,"<font color=""#FFC000"">emerge</font> from recession<br><br><div style=""height: 140px; overflow: auto;"">「（水中から）外へ(e)ひたす(merge)」という意味。come outよりも堅い表現。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【形】 emergent  現れる；緊急の  【名】 emergency  緊急事態　emergence  出現,発生"
circumstance,事情,"according to <font color=""#FFC000"">circumstances</font><br><br><div style=""height: 140px; overflow: auto;"">通常複数形で「（周囲の）状況」「（経済的な）境遇」などを意味する。</div><br><br>類義語 : situation<br>反意語 : <br>参考 : "
construct,建設する,"The bridge was <font color=""#FFC000"">constructed</font> two years ago.<br><br><div style=""height: 140px; overflow: auto;"">原義は「積み上げる」。物理的に建物等を「建てる」意味のほかに理論などを「構成する」の意味もある。</div><br><br>類義語 : <br>反意語 : destroy（破壊する）<br>参考 : 【名】construction（建造）"
encounter,～に(偶然)出会う,"I <font color=""#FFC000"">encountered</font> an old friend of mine yesterday.<br><br><div style=""height: 140px; overflow: auto;"">「ぶつかって(counter)中へ入る」という意味。「偶然出会う」という含意なので、meetとは意味合いが異なる。</div><br><br>類義語 : come across(出くわす）<br>反意語 : <br>参考 : "
distinguish,区別する,"Can't you <font color=""#FFC000"">distinguish</font> right from wrong?<font color=""#FFC000""> </font><br><br><div style=""height: 140px; overflow: auto;"">「分離する」が原義。「区別する」の意のほかに「目立たせる、有名になる」という意味も持つことに注意。<br>distinguish A from B「AとBを識別する」が必修用例。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】distinction（区別）"
shame,恥,"to my <font color=""#FFC000"">shame</font><br><br><div style=""height: 140px; overflow: auto;"">道徳的な「恥」。とまどいなどによる恥ずかしさは embarrassmentとなる。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【形】shameless（恥知らずの，破廉恥な）"
classical,古典の,"I enjoy listening to <font color=""#FFC000"">classical</font> music.<br><br><div style=""height: 140px; overflow: auto;"">比較変化しない・限定用法の語。ex.classical studies 「古典研究」</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】【形】classic(古典，伝統的な)"
organize,組織化する,"<font color=""#FFC000"">organize</font> a protest march<br><br><div style=""height: 140px; overflow: auto;"">「機関」を表すorganから来ている。「団体などを）組織する」「（考えなどを）系統だててまとめる」などの意味を持つ他動詞。</div><br><br>類義語 : arrange（配置する）　plan（計画する）<br>反意語 : <br>参考 : 【名】organ（器官、機関）　【名】organization（組織）　organism（有機体, 生物体）　【形】organic（有機の）"
confident,確信している,"<font color=""#FFC000"">confident</font> of success<br><br><div style=""height: 140px; overflow: auto;"">確信の強さはsure &lt; confident &lt; positiveとなる。</div><br><br>類義語 : sure(確信して)　positive(自信のある)<br>反意語 : <br>参考 : 【形】confidential(秘密の、信頼の厚い)　【名】confidence(自信)"
extreme,極端な,"<font color=""#FFC000"">extreme</font> heat<br><br><div style=""height: 140px; overflow: auto;"">ラテン語で「外側にある」の最上級形を意味する語が語源。そこから「極端な」「末端の」などの訳がある。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【副】extremely  極端に"
phenomenon,現象,"Globalization is a <font color=""#FFC000"">phenomenon</font> of the 21st century.<br><br><div style=""height: 140px; overflow: auto;"">あまり出てこないが、複数形に注意する。phenomenaである。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
loose,緩い,"a long， <font color=""#FFC000"">loose</font> rope<br><br><div style=""height: 140px; overflow: auto;"">発音に注意する。最後の音は濁らない。cf.) lose</div><br><br>類義語 : <br>反意語 : tight(きつい）<br>参考 : 【動詞】loosen(緩める）"
elderly,年配の,"an<font color=""#FFC000""> elderly</font> woman with soft white hair<br><br><div style=""height: 140px; overflow: auto;"">elderの派生語。遠まわしで丁寧な表現。theがつくと「年配の人たち」という意味になる。</div><br><br>類義語 : <br>反意語 : <br>参考 : "
employ,雇用する,"<font color=""#FFC000"">employ</font> a person as a driver<br><br><div style=""height: 140px; overflow: auto;"">「雇用者」はemployer、「被雇用者」はemployeeであることに注意。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】 employment  雇用"
resident,居住者,"Some <font color=""#FFC000"">residents</font> live below the poverty line.<br><br><div style=""height: 140px; overflow: auto;"">resideの派生語。residence「住居」も同様の派生語。堅い表現。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】 residence　住居；住所，居住地  "
investigate,調査する,"<font color=""#FFC000"">investigate</font> the cause of the crash<br><br><div style=""height: 140px; overflow: auto;"">「綿密に調べる」と言う意味。investigateと同じ意味を表す英熟語はlook into ～「～を調べる」である。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【名】 investigation  調査，研究"
domestic,国内の,"<font color=""#FFC000"">domestic</font> and international flights<br><br><div style=""height: 140px; overflow: auto;"">「家の主」が原義で、「家庭の」という意味。日本でもよく使われるDVはdomestic violence（家庭内暴力）の略。他にも「国内の」という意味でも使われるので注意。また普通は限定形容詞として用いられる。</div><br><br>類義語 : <br>反意語 : <br>参考 : 【動】 domesticate  飼い馴らす"
